0	1	70	3
1	1	85	2
2	1	387	2
3	1	46	3
4	1	1282	3
5	1	101	1
6	1	2825	2
7	1	123	3
8	1	543	2
9	1	113	3
10	1	84	3
11	1	68	3
12	1	40	3
13	1	42	2
14	1	440	2
15	1	3	3
16	1	22	3
17	1	61	3
18	1	60	2
19	1	444	2
20	1	412	3
21	1	112	3
22	1	1	3
23	1	9	3
24	1	292	3
25	2	146	3
26	2	113	3
27	2	326	3
28	3	376	2
29	3	289	3
30	3	560	2
31	3	363	2
32	3	305	2
33	3	593	2
34	3	374	2
35	3	121	3
36	3	92	1
37	3	567	2
38	3	1328	2
39	3	612	3
40	3	145	2
41	3	107	2
42	3	409	2
43	3	578	2
44	3	1283	2
45	3	608	2
46	3	749	2
47	3	123	2
48	4	146	3
49	4	113	3
50	4	326	3
51	5	100	3
52	5	387	3
53	5	80	3
54	5	87	3
55	5	356	3
56	5	40	3
57	5	13	3
58	5	116	3
59	6	595	2
60	6	599	2
61	6	514	2
62	6	379	3
63	6	362	3
64	6	1931	2
65	6	393	3
66	6	1954	3
67	6	456	2
68	6	517	2
69	6	160	2
70	6	429	3
71	6	2557	2
72	6	327	2
73	6	1949	2
74	6	483	2
75	6	426	3
76	6	358	2
77	6	445	2
78	6	140	2
79	7	392	2
80	7	394	3
81	7	357	2
82	7	53	3
83	7	556	3
84	7	446	2
85	7	1280	2
86	7	1321	2
87	7	310	2
88	7	528	2
89	7	749	2
90	7	123	2
91	7	2505	2
92	7	102	3
93	7	2483	2
94	7	284	3
95	7	378	2
96	7	386	3
97	7	552	2
98	7	582	3
99	7	603	2
100	7	129	3
101	7	338	2
102	7	34	3
103	7	443	2
104	7	391	2
105	7	550	2
106	7	120	3
107	7	76	2
108	7	484	2
109	7	383	2
110	7	100	3
111	7	2231	2
112	7	589	2
113	7	99	2
114	7	112	3
115	7	55	3
116	7	292	3
117	7	1260	2
118	7	7	3
119	8	540	2
120	8	1282	3
121	8	515	2
122	8	287	3
123	8	23	2
124	8	441	2
125	8	401	2
126	8	603	2
127	8	140	2
128	8	414	2
129	8	49	3
130	8	481	2
131	8	110	2
132	8	537	2
133	8	384	2
134	8	24	3
135	8	526	2
136	8	138	2
137	8	1775	2
138	8	363	2
139	8	566	2
140	8	609	2
141	8	309	2
142	8	325	2
143	8	3	3
144	8	487	2
145	8	2612	2
146	8	353	2
147	8	76	2
148	8	473	2
149	8	1773	2
150	8	471	2
151	8	2799	2
152	8	1832	2
153	8	2213	2
154	8	412	2
155	8	588	2
156	8	1955	2
157	8	171	2
158	8	498	2
159	9	54	3
160	9	70	2
161	9	1256	2
162	9	394	2
163	9	118	3
164	9	447	2
165	9	1322	3
166	9	31	3
167	9	483	3
168	9	218	3
169	9	547	2
170	9	1931	2
171	9	402	2
172	9	450	2
173	9	299	2
174	9	564	2
175	9	490	2
176	9	92	3
177	9	513	2
178	9	368	3
179	9	21	3
180	9	356	2
181	9	355	3
182	9	121	3
183	9	495	3
184	9	429	2
185	9	57	3
186	9	78	3
187	9	90	3
188	9	1953	2
189	9	75	2
190	9	326	2
191	9	414	2
192	9	129	3
193	9	43	3
194	10	979	2
195	10	834	2
196	10	1311	2
197	10	1027	2
198	10	854	2
199	10	914	2
200	10	824	2
201	10	31	3
202	10	675	2
203	10	771	2
204	10	720	2
205	10	479	2
206	10	802	2
207	10	5	2
208	10	419	2
209	10	938	2
210	10	1005	2
211	10	552	2
212	10	490	2
213	10	611	2
214	10	792	2
215	10	1073	2
216	10	718	2
217	10	569	2
218	10	1117	2
219	10	355	2
220	10	1318	2
221	10	141	2
222	10	2612	2
223	10	406	2
224	10	1160	2
225	10	601	2
226	10	1037	2
227	10	773	2
228	10	335	2
229	10	171	2
230	10	696	2
231	10	317	2
232	10	2765	2
233	11	489	2
234	11	1311	2
235	11	394	2
236	11	96	3
237	11	474	2
238	11	478	2
239	11	1954	2
240	11	14	3
241	11	520	2
242	11	57	2
243	11	102	2
244	11	1	3
245	11	458	2
246	11	112	3
247	11	496	2
248	11	579	2
249	11	576	2
250	11	1292	2
251	11	2799	2
252	12	439	3
253	12	1307	3
254	12	390	3
255	12	573	3
256	12	389	3
257	12	519	3
258	12	612	3
259	12	549	3
260	12	76	3
261	12	247	3
